Id,Label,Type,Authors
AUT_Савастенко,Савастенко,Author,
AUT_Хорошилов,Хорошилов,Author,
AUT_Королева,Королева,Author,
AUT_Пиксендеева,Пиксендеева,Author,
AUT_Васильева,Васильева,Author,
AUT_Исламов,Исламов,Author,
AUT_Баландина И.Д.,Баландина И.Д.,Author,
AUT_Свердлова,Свердлова,Author,
AUT_Шаймерденова Н.Ж.,Шаймерденова Н.Ж.,Author,
AUT_Кочесокова М.П.,Кочесокова М.П.,Author,
AUT_Ванновская,Ванновская,Author,
AUT_Виноградова,Виноградова,Author,
AUT_Крючкова,Крючкова,Author,
AUT_Нгома,Нгома,Author,
AUT_Кошеварова,Кошеварова,Author,
AUT_Матрусова,Матрусова,Author,
AUT_Эхаева,Эхаева,Author,
AUT_Шустова,Шустова,Author,
AUT_Бубнова,Бубнова,Author,
AUT_Бад,Бад,Author,
AUT_Котлярова,Котлярова,Author,
AUT_Горяинова,Горяинова,Author,
AUT_Леонтьев,Леонтьев,Author,
AUT_Панюкова,Панюкова,Author,
AUT_Лешер,Лешер,Author,
AUT_Маршева Н.В.,Маршева Н.В.,Author,
AUT_Савант Р.,Савант Р.,Author,
AUT_Лобеева,Лобеева,Author,
AUT_Артамонова,Артамонова,Author,
AUT_Клышинский,Клышинский,Author,
AUT_Машканцева С.В.,Машканцева С.В.,Author,
AUT_Орлов,Орлов,Author,
AUT_Болотов,Болотов,Author,
AUT_Крюгер,Крюгер,Author,
AUT_Щербов,Щербов,Author,
AUT_Дзюба Е.В.,Дзюба Е.В.,Author,
AUT_Зиновьева,Зиновьева,Author,
AUT_Овчинникова Л.О.,Овчинникова Л.О.,Author,
AUT_Рязанцева,Рязанцева,Author,
AUT_Кононенко А.П.,Кононенко А.П.,Author,
AUT_Белопухова А.М.,Белопухова А.М.,Author,
AUT_Купрещенко,Купрещенко,Author,
AUT_Кондратьева,Кондратьева,Author,
AUT_Джанхотова,Джанхотова,Author,
AUT_Идиатуллин А.В.,Идиатуллин А.В.,Author,
AUT_Зыкова,Зыкова,Author,
AUT_Петрович,Петрович,Author,
AUT_Термсикос,Термсикос,Author,
AUT_Некрылова В.П.,Некрылова В.П.,Author,
AUT_Сырицына,Сырицына,Author,
AUT_Дулинов,Дулинов,Author,
AUT_Левинский,Левинский,Author,
AUT_Никишкина,Никишкина,Author,
AUT_Алферьева,Алферьева,Author,
AUT_Витвицкая,Витвицкая,Author,
AUT_Вылегжанина,Вылегжанина,Author,
AUT_Козловская Е.С.,Козловская Е.С.,Author,
AUT_Петрунева,Петрунева,Author,
AUT_Ферт,Ферт,Author,
AUT_Сафонова,Сафонова,Author,
AUT_Бабаян,Бабаян,Author,
AUT_Попов,Попов,Author,
AUT_Лисовенко,Лисовенко,Author,
AUT_Жуэ,Жуэ,Author,
AUT_Петрова Н.Е.,Петрова Н.Е.,Author,
AUT_Колин,Колин,Author,
AUT_Андрюшина,Андрюшина,Author,
AUT_Никитин,Никитин,Author,
AUT_Суслова,Суслова,Author,
AUT_Костомаров,Костомаров,Author,
AUT_Судакова,Судакова,Author,
AUT_Нефедов,Нефедов,Author,
AUT_Бароненко,Бароненко,Author,
AUT_Нелюбин,Нелюбин,Author,
AUT_Токтарова,Токтарова,Author,
AUT_Родионова,Родионова,Author,
AUT_Костина К.Г.,Костина К.Г.,Author,
AUT_Попович О.Ю.,Попович О.Ю.,Author,
AUT_Одегова,Одегова,Author,
AUT_Московкин,Московкин,Author,
AUT_Веселовская,Веселовская,Author,
AUT_Каган,Каган,Author,
AUT_Верещагина,Верещагина,Author,
AUT_Гализина Е.Г.,Гализина Е.Г.,Author,
AUT_Абазова,Абазова,Author,
AUT_Бахарева,Бахарева,Author,
AUT_Пироженко,Пироженко,Author,
AUT_Алексеева Е.С.,Алексеева Е.С.,Author,
AUT_Иванов,Иванов,Author,
AUT_Тынник,Тынник,Author,
AUT_Киреева И.А.,Киреева И.А.,Author,
AUT_Ярина,Ярина,Author,
AUT_Гаврикова Э.О.,Гаврикова Э.О.,Author,
AUT_Булаева,Булаева,Author,
AUT_Седова,Седова,Author,
AUT_Арутюнян,Арутюнян,Author,
AUT_Данилова,Данилова,Author,
AUT_Хрисанова,Хрисанова,Author,
AUT_Тулина,Тулина,Author,
AUT_Джегистаева,Джегистаева,Author,
AUT_Колобаева,Колобаева,Author,
AUT_Терехова,Терехова,Author,
AUT_Калачева,Калачева,Author,
AUT_Лыу Т.Н.,Лыу Т.Н.,Author,
AUT_Гнатышкина,Гнатышкина,Author,
AUT_Околелов,Околелов,Author,
AUT_Копотев,Копотев,Author,
AUT_Семенова Н.В.,Семенова Н.В.,Author,
AUT_Брагин,Брагин,Author,
AUT_Сидоренко,Сидоренко,Author,
AUT_Березняцкая,Березняцкая,Author,
AUT_Таланова,Таланова,Author,
AUT_Филатов Е.М.,Филатов Е.М.,Author,
AUT_Чернышева,Чернышева,Author,
AUT_Поспелов,Поспелов,Author,
AUT_Большакова,Большакова,Author,
AUT_Куриленко,Куриленко,Author,
AUT_Резникова,Резникова,Author,
AUT_Кольовска,Кольовска,Author,
AUT_Дубровская,Дубровская,Author,
AUT_Дронова А.Л.,Дронова А.Л.,Author,
AUT_Винокурова,Винокурова,Author,
AUT_Петров Г.П.,Петров Г.П.,Author,
AUT_Крутецкий,Крутецкий,Author,
AUT_Верещагин,Верещагин,Author,
AUT_Доронина,Доронина,Author,
AUT_Чопорова,Чопорова,Author,
AUT_Плужник,Плужник,Author,
AUT_Торунова,Торунова,Author,
AUT_Матюхин,Матюхин,Author,
AUT_Блескина,Блескина,Author,
AUT_Гумерова А.М.,Гумерова А.М.,Author,
AUT_Джанарсанам,Джанарсанам,Author,
AUT_Ле В.Х.,Ле В.Х.,Author,
AUT_Колесник И.И.,Колесник И.И.,Author,
AUT_Яньли,Яньли,Author,
AUT_Грязнова,Грязнова,Author,
AUT_Козловская,Козловская,Author,
AUT_Сюе,Сюе,Author,
AUT_Мередова А.,Мередова А.,Author,
AUT_Ешекенева А.К.,Ешекенева А.К.,Author,
AUT_Грачева О.А.,Грачева О.А.,Author,
AUT_Докукина,Докукина,Author,
AUT_Бедненко Ю.И.,Бедненко Ю.И.,Author,
AUT_Афанасьева Н.Д.,Афанасьева Н.Д.,Author,
AUT_Кузнецов,Кузнецов,Author,
AUT_Мушкова,Мушкова,Author,
AUT_Зубарева,Зубарева,Author,
AUT_Пиков,Пиков,Author,
AUT_Кислик Н.В.,Кислик Н.В.,Author,
AUT_Шестакова Е.В.,Шестакова Е.В.,Author,
AUT_Полякова,Полякова,Author,
AUT_Лыу,Лыу,Author,
AUT_Бабина,Бабина,Author,
AUT_Байчорова,Байчорова,Author,
AUT_Кондрашов,Кондрашов,Author,
AUT_Мушенко Е.В.,Мушенко Е.В.,Author,
AUT_Резаев,Резаев,Author,
AUT_Рапопорт,Рапопорт,Author,
AUT_Крепкогорская,Крепкогорская,Author,
AUT_Фаттахова,Фаттахова,Author,
AUT_Скворцова,Скворцова,Author,
AUT_Кулибина,Кулибина,Author,
AUT_Матухин П.Г.,Матухин П.Г.,Author,
AUT_Грудева,Грудева,Author,
AUT_Коган,Коган,Author,
AUT_Сунь,Сунь,Author,
AUT_Кузнецова А.А.,Кузнецова А.А.,Author,
AUT_Сапин,Сапин,Author,
AUT_Шефиева,Шефиева,Author,
AUT_Маринина,Маринина,Author,
AUT_Морозова,Морозова,Author,
AUT_Шаповалова,Шаповалова,Author,
AUT_Исмаилова,Исмаилова,Author,
AUT_Ивахненко,Ивахненко,Author,
AUT_Язецкий,Язецкий,Author,
AUT_Губин,Губин,Author,
AUT_Ячина,Ячина,Author,
AUT_Боженкова,Боженкова,Author,
AUT_Воронович,Воронович,Author,
AUT_Алехин,Алехин,Author,
AUT_Шитова,Шитова,Author,
AUT_Гутаева Ж.Ж.,Гутаева Ж.Ж.,Author,
AUT_Дорофеев,Дорофеев,Author,
AUT_Жалилова,Жалилова,Author,
AUT_Шадрина,Шадрина,Author,
AUT_Шобонов,Шобонов,Author,
AUT_Сакаргалиева,Сакаргалиева,Author,
AUT_Сюй,Сюй,Author,
AUT_Петросян,Петросян,Author,
AUT_Букин,Букин,Author,
AUT_Аристова,Аристова,Author,
AUT_Кокова,Кокова,Author,
AUT_Боровкова,Боровкова,Author,
AUT_Петров,Петров,Author,
AUT_Ляшенко,Ляшенко,Author,
AUT_Пикалова,Пикалова,Author,
AUT_Рябова,Рябова,Author,
AUT_Савочкина И.В.,Савочкина И.В.,Author,
AUT_Левина,Левина,Author,
AUT_Ткаченко,Ткаченко,Author,
AUT_Зенченко А.Д.,Зенченко А.Д.,Author,
AUT_Фань С.,Фань С.,Author,
AUT_Сычёва Е.С.,Сычёва Е.С.,Author,
